reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,reviewTime,overall
A2RS66Y79Q8X0W,B000068NZG,Rexomus One man with courage makes a majority.,I use this cable to run a extra line from microphone podiums to a zoom H1. This adapter has never failed me and has been instrumental in capturing quality audio at live events. I own several of these and love them.I highly recommend this adapter to any visual or audio professional. Also check out Hosas sinlge XLR to double XLR splitter.,Good adapter cable,1400716800,05 22 2014,Best
A34IJACMU8C3IM,B000068NZG,Rob W. Sounddude,This adapter cable for stereo mics to work with small DV cameras will function but with caveats.First its construction is pretty light weight. That means you will have to be gentle with it when using it. Thats something none of us in the broadcast production field want to worry about since our gear gets pretty beat up.Second the adapter only has a one foot in length cable on it. This is pretty short and may not reach to wherever the mic input jack is on your camera. That means you would need another short XLR mic cable to extend from the mic to this adapter.So just be aware that this may work fine for some and not work at all for others. I went to Sam Ash music and found a similar adapter cable heavy duty and with a longer cable for the same price. It pays to shop around!,Light Weight Cable For Stereo Mics With Limitations,1229299200,12 15 2008,Good
A2WYF4POBUXL2O,B000068NZG,TriggerHappy,Well made. Works as it should. However seem to be getting a little bit of noise from a shotgun mic straight into a D800. (more than the usual expected)To see if it was the Mic cable or adapter; Tested it going straight into a Zoom H4 recorder.Seems to be a little but more noise going through this adapter cable than straight into the XLR input.No big surprises. Minor clean up in post.,Good construction,1356825600,12 30 2012,Good
A3UPEG3LRWOX16,B000068O1N,Alfredo,Havent used it yet but if its like the other cables I have from the same company it should work fine.,Nice Cables,1387929600,12 25 2013,Good
A2QJQ3HSJB4NS,B000068O1N,Bmkeener,Great stereo sound out of the keyboards.My keys had a single 1/4&#34; stereo out so this cable was needed to get it to convert to a true 2 channel stereo so we could EQ it properly and it worked like a charm. I highly recommend this cable.,Perfect.,1358035200,01 13 2013,Best
A1MVH1WLYDHZ49,B000068O1N,Captn Bob,Another quality product from Hosa.  Just what I needed for an insert patch from my mixer to EQ.  I always like slightly longer length as I can always zip tie back but hard to stretch!  No noise from this cable!,GOOD INSERT CABLE,1384128000,11 11 2013,Best
A2XXBZPQT5EXHV,B000068O1N,Darren ONeill,When I ordered these I wasnt expecting a whole lot since the price was under two dollars for a nearly 10-foot cable.  It turns out the quality is quite excellent and these cables are not flimsy at all.  I plugged them into the mixer and waited to hear some static interference or buzz to explain the low price and all I got was a nice clean signal.  Highly recommend these to anyone with a mixer that needs an insert cable.,Excellent Insert Cable,1392595200,02 17 2014,Best
A204ETWOV23HO4,B000068O1N,David J. Huber Addicted to books!,These are solid cables -- tight fit in receptacles no introduction of noise and no discernible loss of signal. Especially considering the price these are brilliant. I was like some of the reviewers wondering if such an economical cable could be any good but I trusted their judgment and gave these a try and so count me in among those who werent sure but have become convinced that Hosa knows how to make a great cable and to do so without the need to charge Monster Prices.,They work great,1373500800,07 11 2013,Best
A203OCQQ12MAVT,B000068O1N,HMMWV God Country Corps,On my mixer I have send/returns on the same plug using a 3 wire TRS with send on the tip return on the ring and a common ground.  But my effects boxes like to have separate 1/4 TR ins and outs.This is the perfect cable for just such a hookup of things like the behringer sharkBehringer Shark FBQ100 Automatic Feedback Destroyerto the 1202-vlZ3s send/returnsMackie 1202-VLZ3 12-Ch. Compact Recording/SR MixerI probably will order a second cable having seen how well the first one worked out on a send/return.,I needed this for returns,1318723200,10 16 2011,Best
A319B090A2POEB,B000068O1N,Lee,I still operate in an analog environment quite often so I end up using lots of inserts. I have 8 channels of compression limiter gate and expander plus various EQs and effects processors that need to be routed and applied to specific channels. I have an insert snake that I use as well but the individual insert cables (of differing lengths) that I carry are lifesavers that make me a more efficient soundman during setup and a more flexible soundman during the show!,Soundman must have insert cables,1329004800,02 12 2012,Best
A3JUQ2E799OC5B,B000068O1N,Markcm Markcm,I use these in my home studio as INSERTS and they work great. No complaints.On a side note I always clean all my cables with CAIG DeoxIT Gold G5 Spray Contact Conditioner 5 oz.and hightly recommend it to all musicians you will hear the differnce. I also spray a q-tip and and clean all the jacks on my guitars and instruments.,Good price vs. value. Works great for my home studio,1297728000,02 15 2011,Best
A2PN3GY7I3EKC1,B000068O1N,N. McArthur MyTech,When you need an audio insert cable you need an audio insert cable.We custom manufacture insert cables for custom sound-reinforcement fixed installations.  For  mobile rigs such as mixer cases with processing gear its simply not cost effective and Hosa is our go-to brand for reliability and durability.  There are other brands but our reputation is at stake.Hosa allows us to maintain our good reputation while lowering our labor costs. Thanks for such a dependable product Hosa!  Thanks for such a great price Amazon!,Just the right product just the right price,1381190400,10 8 2013,Best
A1FCX548TD6DLP,B000068O3D,Cooper the Beagle,I play my I-pod through a small guitar Amp.  Great way to wake up the kids.  Works perfectly for the purpose.  Keep in mind small end for I-Pod is stereo and large end that goes into amp in mono.  If needing a stereo jack at both ends get something else.,Use to Plug I-Pod into Guitar Amp,1395792000,03 26 2014,Best
A35D9ODUCAMF5G,B000068O3D,Dad,plugged it in and it works to connect a mono line out to the stereo input on a Lepai amp. not much else I can tell you,plugged it in and it works,1359158400,01 26 2013,Best
A3UETHIJBL6MCV,B000068O3D,E. Temple,I bought a few of these to hook iPods/iPhones to live stage sound systems most of which are not in stereo anyway so why use stereo-to-mono adapters or 2 separate channels when its not needed? Perfect solution seems durable.,Sound Engineers Solution,1329350400,02 16 2012,Best
A2Y8JW5NSY95OL,B000068O3D,JdoubleH,I carry this in my bass gig bag so I can plug my phone into the mono aux-input on the back of my Genz Benz bass head. Handy for rehearsals when the band needs to listen to a track while working out an arrangement (my bass cab is full range fEARful 15/6/1). Before picking this up I used a couple of cables / adapters to go from stereo 1/8&#34;  to mono 1/4&#34; and it often seemed I never had quite what I needed on hand.,The exact cable I need for my application,1368230400,05 11 2013,Best
A3FW4THIMBIN6V,B000068O3D,Jeffrey A. Hawkins HumanJHawkins,This is what it is... A super cheap mono cable. It should be sufficient for many needs and is cheap enough that thin wire gauge and such can be forgiven. Just be aware that it is cheap and unshielded etc.For the price and intent I almost gave it 5 stars. But its not a 5-star cable... Its a fair quality ultra cheap cable. 4 stars seems about right. (Yes this is almost exactly what I wrote about the other Hosa cable I reviewed.),Almost 5-Stars for the Price,1346630400,09 3 2012,Good
AT09WGFUM934H,B000068O3D,John,Its hard not to love a cord that carries electrons all the way to the end. Not sure what other than complete failure would take stars away.,It works!,1384300800,11 13 2013,Best
A1NAA1R38JSNHV,B000068O3D,Josh Leger,Cables are cables. They usually all work. And with Amazon you will always find the best deals for the same quality.,Works good good price,1357257600,01 4 2013,Best
A1F4KCBVDP8S25,B000068O3X,Adam,Picked up a cable to test on my new pedalboard and I couldnt be happier. Doesnt suck tone cables are sturdy and they sound great. This replaced a normal straight 1/4 inch cable and saves so much space on my board.,Inexpensive not cheap,1327881600,01 30 2012,Best
A4BTCECGQAIUI,B000068O3X,Amazon Customer,This L Jack is good enough to make connections between my guitar pedals and it works fine. Flexible enough. I dont like only the fact that its made out of plastic and it looks cheap but for the price i paid for it i dont really care.,Good,1375747200,08 6 2013,Good
AROOYR32BS1VL,B000068O3X,Astraeus,These little patch cables work nicely theres no change to your tone or sound and they connect one pedal to another just fine..Im only going to make one small complaint and explain why it got 4 stars instead of 5. The product description says 6 inches right? If you jump over to these (http://www.amazon.com/gp/product/B001PGXKC8/ref=oh_details_o04_s00_i02?ie=UTF8&psc;=1) planet waves patch cables theyre listed at .5 feet (same as 6 inches right?) The Hosa cables seem more like maybe 4 inches whereas the planet waves cables gave me plenty of room from one pedal to another. I only used the Hosa cable as an emergency back up.To conclude would I recommend these? Yes if you have one or two pedals and need an affordable small and effective patch cable go for these. But my first recommendation will always be planet waves cables over anything else.,Does the job,1369440000,05 25 2013,Good
